UniprotID.TF,UniprotID.Target,NCBI.GeneID.TF,NCBI.GeneID.Target,Name.TF,Name.Target,Detection.method,PubmedID,Organism,Source.database
Q09555,Q9XW70,174577,190704,daf-19,osm-12,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
P34708,O18214,-,174533,tra-1,mab-3,chromatin immunoprecipitation assay;inferred by curator,26578589;27924024;11003845,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,Q22235,180357,178014,pha-4,enpl-1,chromatin immunoprecipitation assay;inferred by curator,26578589;27924024;11823633,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,H2KYX5,180357,173391,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
A0A0K3AYJ4,P12845,180431,181404,daf-3,myo-2,inferred by curator,9834189;26578589,Caenorhabditis elegans,ORegAnno
Q09555,O61830,174577,182822,daf-19,xbx-4,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
Q17381,Q22886,180357,-,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,Q19191,180357,-,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q09555,Q19119,174577,184080,daf-19,xbx-1,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
Q09555,Q8I7F8,174577,175950,daf-19,odr-4,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
Q17381,O16420,180357,178811,pha-4,phat-5,inferred by curator,15492775;26578589,Caenorhabditis elegans,ORegAnno
Q21361,G5EDU6,174399,175485,atf-2,lin-48,inferred by curator,16310763;26578589,Caenorhabditis elegans,ORegAnno
Q09555,P90757,174577,179666,daf-19,che-11,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
G5EE86,O02213,181357,182110,ttx-3,ser-2,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
Q09555,Q18917,174577,183892,daf-19,dylt-2,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
O18214,G5EEQ5,174533,174585,mab-3,ref-1,inferred by curator,15935777;26578589,Caenorhabditis elegans,ORegAnno
Q17381,D2YW11,180357,176809,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q10655,P17511,181250,179060,elt-2,mtl-1,inferred by curator,26578589;10514435,Caenorhabditis elegans,ORegAnno
Q17381,Q19809,180357,178975,pha-4,-,inferred by curator,15492775;26578589,Caenorhabditis elegans,ORegAnno
Q09555,O17269,174577,-,daf-19,-,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
Q94126,G5EDU6,173365,175485,ces-2,lin-48,inferred by curator,16310763;26578589,Caenorhabditis elegans,ORegAnno
Q17381,Q93377,180357,181553,pha-4,lron-1,chromatin immunoprecipitation assay;inferred by curator,26578589;27924024;11823633,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,P12845,180357,181404,pha-4,myo-2,chromatin immunoprecipitation assay;inferred by curator,26578589;27924024;11823633,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,Q20712,180357,180577,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,Q6A5A0,180357,173391,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q7Z1Q1,P12845,-,181404,peb-1,myo-2,inferred by curator,11203704;26578589,Caenorhabditis elegans,ORegAnno
Q17381,A0A0M9JJ85,180357,178740,pha-4,ketn-1,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
P13528,A5PEW5,176157,179427,unc-86,ric-4,inferred by curator,14529613;26578589,Caenorhabditis elegans,ORegAnno
P41935,O02213,175811,182110,ceh-10,ser-2,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
Q09555,Q23049,174577,188904,daf-19,bbs-8,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
G5EE86,G5ECA8,181357,191666,ttx-3,hen-1,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
Q17381,Q22250,180357,174710,pha-4,plpr-1,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
G5EE86,P32756,181357,24105307,ttx-3,cha-1,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
Q17381,Q23610,180357,191431,pha-4,-,inferred by curator,26578589;11823633,Caenorhabditis elegans,ORegAnno
Q17381,Q8WQB8,180357,-,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,V6CLP5,180357,178740,pha-4,ketn-1,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
P13528,O62414,176157,179427,unc-86,ric-4,inferred by curator,14529613;26578589,Caenorhabditis elegans,ORegAnno
Q09555,Q8MQ56,174577,179361,daf-19,xbx-6,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
G5ED89,Q19733,172507,181415,dcp-66,pgp-12,inferred by curator,16159881;26578589,Caenorhabditis elegans,ORegAnno
Q17381,H2L041,180357,-,pha-4,-,inferred by curator,15492775;26578589,Caenorhabditis elegans,ORegAnno
Q17381,Q9U345,180357,176809,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
P09088,A5PEW5,177938,179427,mec-3,ric-4,inferred by curator,14529613;26578589,Caenorhabditis elegans,ORegAnno
Q17381,V6CLU0,180357,178740,pha-4,ketn-1,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
G5EE86,Q8WS94,181357,-,ttx-3,kal-1,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
G5EE86,G5EE86,181357,181357,ttx-3,ttx-3,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
Q17381,V6CLU5,180357,-,pha-4,ketn-1,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q09555,G5ED37,174577,180585,daf-19,osm-5,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
P41935,G5ECA8,175811,191666,ceh-10,hen-1,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
Q09555,Q18510,174577,183311,daf-19,arl-6,inferred by curator,26578589;15314642,Caenorhabditis elegans,ORegAnno
Q09555,Q93833,174577,186607,daf-19,che-13,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
P09088,O62414,177938,179427,mec-3,ric-4,inferred by curator,14529613;26578589,Caenorhabditis elegans,ORegAnno
Q17381,Q09609,180357,181201,pha-4,-,inferred by curator,15492775;26578589,Caenorhabditis elegans,ORegAnno
G5EE86,P41935,181357,175811,ttx-3,ceh-10,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
P41935,P32756,175811,24105307,ceh-10,cha-1,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
Q09555,G5EE74,174577,176754,daf-19,nud-1,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
Q09555,G5EDF6,174577,179631,daf-19,osm-6,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
Q17381,Q8MXD8,180357,-,pha-4,ketn-1,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
G5EFF5,Q9U9Y8,181263,176808,daf-12,lit-1,inferred by curator,26578589;15489294,Caenorhabditis elegans,ORegAnno
Q17381,Q5TYL4,180357,177375,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
O18214,P05690,174533,180781,mab-3,vit-2,inferred by curator,9927589;26578589,Caenorhabditis elegans,ORegAnno
G5EE86,Q8MXG8,181357,182801,ttx-3,inx-18,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
P41935,Q8WS94,175811,-,ceh-10,kal-1,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
Q17381,Q19021,180357,181387,pha-4,-,inferred by curator,15492775;26578589,Caenorhabditis elegans,ORegAnno
P41935,G5EE86,175811,181357,ceh-10,ttx-3,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
G5EFF5,P12845,181263,181404,daf-12,myo-2,inferred by curator,26578589;15375261,Caenorhabditis elegans,ORegAnno
Q09555,Q09306,174577,174312,daf-19,tub-1,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
P52906,P34579,178265,176431,unc-30,unc-47,chromatin immunoprecipitation assay;inferred by curator,10414952;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
G5EE86,P34663,181357,176096,ttx-3,ceh-23,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
Q09555,Q22830,174577,181715,daf-19,osm-1,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
P41935,P41935,175811,175811,ceh-10,ceh-10,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
A0A0K3ATA0,P12845,-,181404,daf-3,myo-2,inferred by curator,9834189;26578589,Caenorhabditis elegans,ORegAnno
Q17381,Q17982,180357,178954,pha-4,pqn-13,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q09555,Q19640,174577,259580,daf-19,bbs-2,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
Q21446,Q9U333,181337,189313,lin-14,ins-33,inferred by curator,26578589;16314527,Caenorhabditis elegans,ORegAnno
Q10655,Q19076,181250,173896,elt-2,pho-1,chromatin immunoprecipitation assay;inferred by curator,27924024;26578589;15733671,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,Q17381,180357,180357,pha-4,pha-4,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q10655,Q9Y194,181250,176857,elt-2,spl-1,chromatin immunoprecipitation assay;inferred by curator,15734735;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
G5EE86,G5EDX1,181357,173282,ttx-3,kal-1,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
P41935,Q8MXG8,175811,182801,ceh-10,inx-18,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
Q17381,V6CLT3,180357,178740,pha-4,ketn-1,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
A0A0K3ASQ1,P12845,180431,181404,daf-3,myo-2,inferred by curator,9834189;26578589,Caenorhabditis elegans,ORegAnno
Q17381,P91423,180357,171962,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q09555,Q22555,174577,179276,daf-19,nhr-44,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
Q09555,H2L0N8,174577,171765,daf-19,arl-13,inferred by curator,26578589;15314642,Caenorhabditis elegans,ORegAnno
P41935,P34663,175811,176096,ceh-10,ceh-23,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
Q17381,V6CKH1,180357,-,pha-4,ketn-1,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,D2YW10,180357,176809,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,H2L075,180357,-,pha-4,ketn-1,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
P52906,Q8I4D9,178265,176713,unc-30,unc-25,chromatin immunoprecipitation assay;inferred by curator,10414952;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,H2KYR7,180357,178954,pha-4,pqn-13,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,O16364,180357,178870,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
P41936,P12845,179485,181404,ceh-22,myo-2,inferred by curator,7925019;26578589,Caenorhabditis elegans,ORegAnno
Q17381,A0A2C9C306,180357,-,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
O17532,P12845,180431,181404,daf-3,myo-2,inferred by curator,9834189;26578589,Caenorhabditis elegans,ORegAnno
P41935,G5EDX1,175811,173282,ceh-10,kal-1,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
Q17381,A0A0K3ATW3,180357,173391,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,Q21266,180357,179198,pha-4,cest-17,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,Q19005,180357,177633,pha-4,-,inferred by curator,26578589;11823633,Caenorhabditis elegans,ORegAnno
Q17381,Q9NL87,180357,-,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
G5EE86,Q20411,181357,191782,ttx-3,sra-11,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
Q17381,Q20303,180357,177321,pha-4,elo-6,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,Q10014,180357,173943,pha-4,-,inferred by curator,15492775;26578589,Caenorhabditis elegans,ORegAnno
Q09555,H2KZA7,174577,-,daf-19,-,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
G5EE86,H2KYH7,181357,182801,ttx-3,inx-18,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
Q17381,H2KYX6,180357,173391,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,F1LIN3,180357,178530,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q09555,Q22709,174577,188837,daf-19,xbx-5,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
Q17381,A0A0M7RDU5,180357,178740,pha-4,ketn-1,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
G5ECM2,Q19733,172507,181415,dcp-66,pgp-12,inferred by curator,16159881;26578589,Caenorhabditis elegans,ORegAnno
Q17381,G5EED8,180357,174227,pha-4,tph-1,inferred by curator,26578589;11823633,Caenorhabditis elegans,ORegAnno
Q09555,Q8MQ55,174577,-,daf-19,xbx-6,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
Q17381,Q9U344,180357,176809,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
P41935,Q20411,175811,191782,ceh-10,sra-11,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
Q17381,Q19188,180357,181330,pha-4,prmn-1,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,V6CJB8,180357,178740,pha-4,ketn-1,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,Q21516,180357,187451,pha-4,let-522,chromatin immunoprecipitation assay;inferred by curator,26578589;27924024;11823633,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,Q9XVQ7,180357,178530,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
H2KZM4,P12845,180532,181404,peb-1,myo-2,inferred by curator,11203704;26578589,Caenorhabditis elegans,ORegAnno
P41935,H2KYH7,175811,182801,ceh-10,inx-18,inferred by curator,26578589;15177025,Caenorhabditis elegans,ORegAnno
Q09555,Q9NEZ7,174577,260219,daf-19,bbs-1,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
P52906,Q8I4E0,178265,176713,unc-30,unc-25,chromatin immunoprecipitation assay;inferred by curator,10414952;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,Q5PY59,180357,-,pha-4,ketn-1,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q09555,Q21511,174577,187445,daf-19,xbx-3,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
Q10655,P17512,181250,179899,elt-2,mtl-2,chromatin immunoprecipitation assay;inferred by curator,27924024;26578589;10514435,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,P41936,180357,179485,pha-4,ceh-22,chromatin immunoprecipitation assay;inferred by curator,26578589;27924024;11823633;14738885,Caenorhabditis elegans,GTRD;ORegAnno
Q95QI7,P12845,180431,181404,daf-3,myo-2,inferred by curator,9834189;26578589,Caenorhabditis elegans,ORegAnno
P52906,G5EDB7,178265,176713,unc-30,unc-25,chromatin immunoprecipitation assay;inferred by curator,10414952;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
Q09555,Q21626,174577,187516,daf-19,bbs-5,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
Q17381,Q2V4U7,180357,-,pha-4,tph-1,inferred by curator,26578589;11823633,Caenorhabditis elegans,ORegAnno
A0A0K3AVL3,P12845,180431,181404,daf-3,myo-2,inferred by curator,9834189;26578589,Caenorhabditis elegans,ORegAnno
Q17381,C0P284,180357,178530,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
A0A0K3AVK9,P12845,180431,181404,daf-3,myo-2,inferred by curator,9834189;26578589,Caenorhabditis elegans,ORegAnno
A0A0K3AWB3,P12845,180431,181404,daf-3,myo-2,inferred by curator,9834189;26578589,Caenorhabditis elegans,ORegAnno
Q95QI8,P12845,180431,181404,daf-3,myo-2,inferred by curator,9834189;26578589,Caenorhabditis elegans,ORegAnno
Q17381,H2L042,180357,181010,pha-4,-,inferred by curator,15492775;26578589,Caenorhabditis elegans,ORegAnno
Q09555,G5EGF0,174577,180401,daf-19,che-2,inferred by curator,26578589;15790967,Caenorhabditis elegans,ORegAnno
Q17381,A8WFH5,180357,-,pha-4,-,inferred by curator,15492775;26578589,Caenorhabditis elegans,ORegAnno
Q10655,Q04457,181250,178633,elt-2,ges-1,chromatin immunoprecipitation assay;inferred by curator,7649372;27924024;26578589,Caenorhabditis elegans,GTRD;ORegAnno
Q17381,Q19807,180357,181025,pha-4,-,inferred by curator,15492775;26578589,Caenorhabditis elegans,ORegAnno
Q17381,Q21361,180357,174399,pha-4,atf-2,inferred by curator,15492775;26578589,Caenorhabditis elegans,ORegAnno
Q17381,Q23390,180357,174464,pha-4,abu-14,inferred by curator,15492775;26578589,Caenorhabditis elegans,ORegAnno
G5EFF5,P41936,181263,179485,daf-12,ceh-22,inferred by curator,26578589;15375261,Caenorhabditis elegans,ORegAnno
Q17381,Q21494,180357,177375,pha-4,-,chromatin immunoprecipitation assay;inferred by curator,15492775;26578589;27924024,Caenorhabditis elegans,GTRD;ORegAnno
