Q17381,Q22250,geneid:180357,wormbase:WBGene00011524,pha-4,T06D8.3,inferred_by_curator,15492775,Caenorhabditis_elegans,ORegAnno
Q17381,D2YW11,geneid:180357,wormbase:WBGene00012306,pha-4,W06F12.2a,inferred_by_curator,15492775,Caenorhabditis_elegans,ORegAnno
Q17381,Q9U344,geneid:180357,wormbase:WBGene00012306,pha-4,W06F12.2a,inferred_by_curator,15492775,Caenorhabditis_elegans,ORegAnno
Q17381,Q9U345,geneid:180357,wormbase:WBGene00012306,pha-4,W06F12.2a,inferred_by_curator,15492775,Caenorhabditis_elegans,ORegAnno
Q17381,Q8WQB8,geneid:180357,wormbase:WBGene00012306,pha-4,W06F12.2a,inferred_by_curator,15492775,Caenorhabditis_elegans,ORegAnno
Q17381,D2YW10,geneid:180357,wormbase:WBGene00012306,pha-4,W06F12.2a,inferred_by_curator,15492775,Caenorhabditis_elegans,ORegAnno
Q17381,Q22235,geneid:180357,wormbase:WBGene00011480,pha-4,T05E11.3,inferred_by_curator,11823633,Caenorhabditis_elegans,ORegAnno
Q17381,Q19005,geneid:180357,wormbase:WBGene00017073,pha-4,D2096.6,inferred_by_curator,11823633,Caenorhabditis_elegans,ORegAnno
Q17381,Q93377,geneid:180357,wormbase:WBGene00008093,pha-4,Iron-1,inferred_by_curator,11823633,Caenorhabditis_elegans,ORegAnno
Q17381,Q23610,geneid:180357,wormbase:WBGene00022827,pha-4,ZK816.4,inferred_by_curator,11823633,Caenorhabditis_elegans,ORegAnno
Q17381,P41936,orf:F38A6.1|geneid:180357,wormbase:WBGene00000445,pha-4|F38A6.1,ceh-22,inferred_by_curator,14738885|11823633,Caenorhabditis_elegans,ORegAnno
Q17381,Q2V4U7,geneid:180357,wormbase:WBGene00006600,pha-4,tph-1,inferred_by_curator,11823633,Caenorhabditis_elegans,ORegAnno
Q17381,G5EED8,geneid:180357,wormbase:WBGene00006600,pha-4,tph-1,inferred_by_curator,11823633,Caenorhabditis_elegans,ORegAnno
Q17381,Q21516,geneid:180357,wormbase:WBGene00010870,pha-4,M05B5.2,inferred_by_curator,11823633,Caenorhabditis_elegans,ORegAnno
Q17381,P12845,geneid:180357,wormbase:WBGene00003514,pha-4,myo-2,inferred_by_curator,11823633,Caenorhabditis_elegans,ORegAnno
Q09555,Q21511,geneid:174577,wormbase:WBGene00010864,daf-19,xbx-3,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,O61830,geneid:174577,wormbase:WBGene00016025,daf-19,xbx-4,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,Q22709,geneid:174577,wormbase:WBGene00011974,daf-19,xbx-5,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,H2KZA7,geneid:174577,orf:R148.1,daf-19,xbx-7,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,O17269,geneid:174577,orf:R148.1,daf-19,xbx-7,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,P90757,geneid:174577,wormbase:WBGene00000490,daf-19,che-11,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,Q09306,geneid:174577,wormbase:WBGene00006655,daf-19,tub-1,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,Q22555,geneid:174577,wormbase:WBGene00003634,daf-19,nhr-44,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,Q18917,geneid:174577,wormbase:WBGene00017014,daf-19,xbx-2,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,G5EGF0,geneid:174577,wormbase:WBGene00000484,daf-19,che-2,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,Q93833,geneid:174577,wormbase:WBGene00000492,daf-19,che-13,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,Q22830,geneid:174577,wormbase:WBGene00003883,daf-19,osm-1,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,G5ED37,geneid:174577,wormbase:WBGene00003885,daf-19,osm-5,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,G5EDF6,geneid:174577,wormbase:WBGene00003886,daf-19,osm-6,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,Q9NEZ7,geneid:174577,wormbase:WBGene00000241,daf-19,bbs-1,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,Q19640,geneid:174577,wormbase:WBGene00000242,daf-19,bbs-2,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,Q21626,geneid:174577,wormbase:WBGene00010974,daf-19,bbs-5,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,Q9XW70,geneid:174577,wormbase:WBGene00003892,daf-19,osm-12,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,Q23049,geneid:174577,wormbase:WBGene00000244,daf-19,bbs-8,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,Q19119,geneid:174577,wormbase:WBGene00006960,daf-19,xbx-1,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,Q8MQ55,geneid:174577,wormbase:WBGene00009580,daf-19,xbx-6,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,Q8MQ56,geneid:174577,wormbase:WBGene00009580,daf-19,xbx-6,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,G5EE74,geneid:174577,wormbase:WBGene00003829,daf-19,nud-1,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q09555,Q8I7F8,geneid:174577,wormbase:WBGene00003851,daf-19,odr-4,inferred_by_curator,15790967,Caenorhabditis_elegans,ORegAnno
Q10655,Q04457,geneid:181250,wormbase:WBGene00001578,elt-2,ges-1,inferred_by_curator,7649372,Caenorhabditis_elegans,ORegAnno
Q10655,P17511,geneid:181250,wormbase:WBGene00003473,elt-2,mtl-1,inferred_by_curator,10514435,Caenorhabditis_elegans,ORegAnno
Q10655,P17512,geneid:181250,wormbase:WBGene00003474,elt-2,mtl-2,inferred_by_curator,10514435,Caenorhabditis_elegans,ORegAnno
G5EE86,P34663,orf:C40H5.5,wormbase:WBGene00000446,C40H5.5,ceh-23,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
P41935,P34663,orf:W03A3.1,wormbase:WBGene00000446,W03A3.1,ceh-23,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
G5EE86,Q20411,orf:C40H5.5,wormbase:WBGene00005037,C40H5.5,sra-11,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
P41935,G5EDX1,orf:W03A3.1,wormbase:WBGene00002181,W03A3.1,kal-1,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
P41935,Q8WS94,orf:W03A3.1,wormbase:WBGene00002181,W03A3.1,kal-1,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
G5EE86,G5EDX1,orf:C40H5.5,wormbase:WBGene00002181,C40H5.5,kal-1,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
G5EE86,Q8WS94,orf:C40H5.5,wormbase:WBGene00002181,C40H5.5,kal-1,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
G5EE86,G5ECA8,orf:C40H5.5,wormbase:WBGene00001841,C40H5.5,hen-1,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
P41935,P32756,orf:W03A3.1,wormbase:WBGene00000481,W03A3.1,cha-1,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
G5EE86,P32756,orf:C40H5.5,wormbase:WBGene00000481,C40H5.5,cha-1,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
Q10655,Q19076,geneid:181250,wormbase:WBGene00004020,elt-2,pho-1,inferred_by_curator,15733671,Caenorhabditis_elegans,ORegAnno
G5EE86,O02213,orf:C40H5.5,wormbase:WBGene00004777,C40H5.5,ser-2,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
P41935,G5EE86,orf:W03A3.1,wormbase:WBGene00006654,W03A3.1,ttx-3,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
Q10655,Q9Y194,geneid:181250,wormbase:WBGene00004981,elt-2,spl-1,inferred_by_curator,15734735,Caenorhabditis_elegans,ORegAnno
Q94126,G5EDU6,geneid:173365,wormbase:WBGene00003033,ces-2,lin-48,inferred_by_curator,16310763,Caenorhabditis_elegans,ORegAnno
Q21361,G5EDU6,geneid:174399,wormbase:WBGene00003033,atf-2,lin-48,inferred_by_curator,16310763,Caenorhabditis_elegans,ORegAnno
Q21446,Q9U333,orf:T25C12.1,wormbase:WBGene00002116,T25C12.1,ins-33,inferred_by_curator,16314527,Caenorhabditis_elegans,ORegAnno
P13528,O62414,orf:C30A5.7,wormbase:WBGene00004364,C30A5.7,ric-4,inferred_by_curator,14529613,Caenorhabditis_elegans,ORegAnno
P13528,A5PEW5,orf:C30A5.7,wormbase:WBGene00004364,C30A5.7,ric-4,inferred_by_curator,14529613,Caenorhabditis_elegans,ORegAnno
P09088,O62414,orf:F01D4.6,wormbase:WBGene00004364,F01D4.6,ric-4,inferred_by_curator,14529613,Caenorhabditis_elegans,ORegAnno
P09088,A5PEW5,orf:F01D4.6,wormbase:WBGene00004364,F01D4.6,ric-4,inferred_by_curator,14529613,Caenorhabditis_elegans,ORegAnno
P34708,O18214,orf:Y47D3A.6,wormbase:WBGene00003100,Y47D3A.6,mab-3,inferred_by_curator,11003845,Caenorhabditis_elegans,ORegAnno
P52906,P34579,geneid:178265,wormbase:WBGene00006783,unc-30,unc-47,inferred_by_curator,10414952,Caenorhabditis_elegans,ORegAnno
P52906,Q8I4D9,geneid:178265,wormbase:WBGene00006762,unc-30,unc-25,inferred_by_curator,10414952,Caenorhabditis_elegans,ORegAnno
P52906,Q8I4E0,geneid:178265,wormbase:WBGene00006762,unc-30,unc-25,inferred_by_curator,10414952,Caenorhabditis_elegans,ORegAnno
P52906,G5EDB7,geneid:178265,wormbase:WBGene00006762,unc-30,unc-25,inferred_by_curator,10414952,Caenorhabditis_elegans,ORegAnno
A0A0K3AVL3,P12845,orf:F25E2.5,wormbase:WBGene00003514,F25E2.5,myo-2,inferred_by_curator,9834189,Caenorhabditis_elegans,ORegAnno
A0A0K3AYJ4,P12845,orf:F25E2.5,wormbase:WBGene00003514,F25E2.5,myo-2,inferred_by_curator,9834189,Caenorhabditis_elegans,ORegAnno
A0A0K3AWB3,P12845,orf:F25E2.5,wormbase:WBGene00003514,F25E2.5,myo-2,inferred_by_curator,9834189,Caenorhabditis_elegans,ORegAnno
Q95QI8,P12845,orf:F25E2.5,wormbase:WBGene00003514,F25E2.5,myo-2,inferred_by_curator,9834189,Caenorhabditis_elegans,ORegAnno
A0A0K3ATA0,P12845,orf:F25E2.5,wormbase:WBGene00003514,F25E2.5,myo-2,inferred_by_curator,9834189,Caenorhabditis_elegans,ORegAnno
A0A0K3AVK9,P12845,orf:F25E2.5,wormbase:WBGene00003514,F25E2.5,myo-2,inferred_by_curator,9834189,Caenorhabditis_elegans,ORegAnno
Q95QI7,P12845,orf:F25E2.5,wormbase:WBGene00003514,F25E2.5,myo-2,inferred_by_curator,9834189,Caenorhabditis_elegans,ORegAnno
A0A0K3ASQ1,P12845,orf:F25E2.5,wormbase:WBGene00003514,F25E2.5,myo-2,inferred_by_curator,9834189,Caenorhabditis_elegans,ORegAnno
O17532,P12845,orf:F25E2.5,wormbase:WBGene00003514,F25E2.5,myo-2,inferred_by_curator,9834189,Caenorhabditis_elegans,ORegAnno
O18214,G5EEQ5,orf:Y53C12B.5,wormbase:WBGene00004334,Y53C12B.5,ref-1,inferred_by_curator,15935777,Caenorhabditis_elegans,ORegAnno
H2KZM4,P12845,orf:T14F9.4,wormbase:WBGene00003514,T14F9.4,myo-2,inferred_by_curator,11203704,Caenorhabditis_elegans,ORegAnno
Q7Z1Q1,P12845,orf:T14F9.4,wormbase:WBGene00003514,T14F9.4,myo-2,inferred_by_curator,11203704,Caenorhabditis_elegans,ORegAnno
O18214,P05690,orf:Y53C12B.5,wormbase:WBGene00006926,Y53C12B.5,vit-2,inferred_by_curator,9927589,Caenorhabditis_elegans,ORegAnno
P41935,P41935,orf:W03A3.1,wormbase:WBGene00000435,W03A3.1,ceh-10,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
G5EE86,P41935,orf:C40H5.5,wormbase:WBGene00000435,C40H5.5,ceh-10,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
P41935,Q20411,orf:W03A3.1,wormbase:WBGene00005037,W03A3.1,sra-11,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
P41936,P12845,geneid:179485,wormbase:WBGene00003514,ceh-22,myo-2,inferred_by_curator,7925019,Caenorhabditis_elegans,ORegAnno
P41935,G5ECA8,orf:W03A3.1,wormbase:WBGene00001841,W03A3.1,hen-1,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
P41935,O02213,orf:W03A3.1,wormbase:WBGene00004777,W03A3.1,ser-2,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
G5EE86,G5EE86,orf:C40H5.5,wormbase:WBGene00006654,C40H5.5,ttx-3,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
G5EFF5,Q9U9Y8,geneid:181263,wormbase:WBGene00003048,daf-12,lit-1,inferred_by_curator,15489294,Caenorhabditis_elegans,ORegAnno
G5EE86,H2KYH7,orf:C40H5.5,wormbase:WBGene00002140,C40H5.5,inx-18,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
G5EE86,Q8MXG8,orf:C40H5.5,wormbase:WBGene00002140,C40H5.5,inx-18,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
P41935,H2KYH7,orf:W03A3.1,wormbase:WBGene00002140,W03A3.1,inx-18,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
P41935,Q8MXG8,orf:W03A3.1,wormbase:WBGene00002140,W03A3.1,inx-18,inferred_by_curator,15177025,Caenorhabditis_elegans,ORegAnno
G5EFF5,P41936,geneid:181263,wormbase:WBGene00000445,daf-12,ceh-22,inferred_by_curator,15375261,Caenorhabditis_elegans,ORegAnno
G5EFF5,P12845,geneid:181263,wormbase:WBGene00003514,daf-12,myo-2,inferred_by_curator,15375261,Caenorhabditis_elegans,ORegAnno
G5ED89,Q19733,geneid:172507,wormbase:WBGene00004006,dcp-66,pgp-12,inferred_by_curator,16159881,Caenorhabditis_elegans,ORegAnno
G5ECM2,Q19733,geneid:172507,wormbase:WBGene00004006,dcp-66,pgp-12,inferred_by_curator,16159881,Caenorhabditis_elegans,ORegAnno
Q09555,H2L0N8,geneid:174577,wormbase:WBGene00021349,daf-19,arl-13,inferred_by_curator,15314642,Caenorhabditis_elegans,ORegAnno
Q09555,Q18510,geneid:174577,wormbase:WBGene00000193,daf-19,arl-6,inferred_by_curator,15314642,Caenorhabditis_elegans,ORegAnno
Q17381,H2KYX6,geneid:180357,wormbase:WBGene00016022,pha-4,C23H3.9,inferred_by_curator,15492775,Caenorhabditis_elegans,ORegAnno
